data_apuracao,dezenas_sorteadas,numero_concurso
23/07/2003,"[13, 56, 12, 33, 53, 54]",482
26/07/2003,"[16, 23, 35, 18, 44, 59]",483
30/07/2003,"[53, 19, 38, 18, 17, 49]",484
02/08/2003,"[38, 28, 52, 30, 19, 57]",485
06/08/2003,"[50, 42, 19, 8, 30, 14]",486
09/08/2003,"[25, 22, 48, 52, 54, 8]",487
13/08/2003,"[30, 39, 35, 43, 15, 57]",488
16/08/2003,"[28, 36, 17, 53, 33, 59]",489
20/08/2003,"[5, 11, 29, 54, 23, 58]",490
23/08/2003,"[22, 43, 15, 55, 9, 1]",491
27/08/2003,"[57, 2, 15, 6, 56, 18]",492
30/08/2003,"[54, 20, 3, 18, 42, 24]",493
03/09/2003,"[28, 32, 49, 53, 18, 20]",494
06/09/2003,"[36, 15, 60, 8, 29, 49]",495
10/09/2003,"[41, 20, 19, 29, 59, 10]",496
13/09/2003,"[9, 41, 32, 13, 58, 20]",497
17/09/2003,"[49, 28, 2, 6, 57, 50]",498
20/09/2003,"[59, 1, 11, 5, 44, 4]",499
27/09/2003,"[35, 21, 54, 29, 38, 36]",500
01/10/2003,"[34, 27, 56, 28, 16, 39]",501
04/10/2003,"[50, 7, 33, 21, 24, 13]",502
08/10/2003,"[10, 21, 48, 27, 49, 7]",503
11/10/2003,"[39, 19, 11, 8, 50, 30]",504
15/10/2003,"[47, 20, 52, 3, 46, 28]",505
18/10/2003,"[31, 37, 34, 15, 38, 4]",506
22/10/2003,"[44, 58, 5, 27, 33, 3]",507
25/10/2003,"[46, 56, 5, 15, 45, 10]",508
29/10/2003,"[32, 55, 34, 35, 28, 33]",509
01/11/2003,"[30, 45, 58, 1, 4, 41]",510
05/11/2003,"[8, 36, 34, 37, 3, 4]",511
08/11/2003,"[8, 40, 58, 4, 53, 31]",512
12/11/2003,"[46, 10, 27, 19, 33, 39]",513
15/11/2003,"[15, 52, 40, 36, 51, 42]",514
19/11/2003,"[39, 16, 57, 15, 45, 48]",515
22/11/2003,"[24, 5, 34, 13, 35, 33]",516
26/11/2003,"[51, 32, 8, 28, 38, 7]",517
29/11/2003,"[44, 8, 5, 15, 18, 10]",518
03/12/2003,"[9, 36, 15, 19, 42, 22]",519
06/12/2003,"[32, 34, 17, 35, 9, 12]",520
10/12/2003,"[28, 32, 38, 25, 15, 45]",521
13/12/2003,"[49, 52, 15, 25, 14, 6]",522
17/12/2003,"[45, 58, 40, 39, 28, 44]",523
20/12/2003,"[47, 29, 34, 48, 19, 41]",524
27/12/2003,"[26, 32, 24, 49, 8, 10]",525
03/01/2004,"[3, 59, 21, 36, 55, 31]",526
07/01/2004,"[17, 14, 50, 52, 6, 26]",527
10/01/2004,"[34, 28, 37, 12, 8, 31]",528
14/01/2004,"[56, 45, 13, 33, 38, 1]",529
17/01/2004,"[32, 21, 25, 1, 6, 49]",530
21/01/2004,"[3, 1, 35, 7, 18, 50]",531
24/01/2004,"[13, 4, 12, 53, 9, 52]",532
28/01/2004,"[27, 18, 13, 59, 21, 53]",533
31/01/2004,"[48, 57, 23, 8, 31, 3]",534
04/02/2004,"[49, 14, 47, 56, 6, 28]",535
07/02/2004,"[14, 22, 25, 15, 37, 23]",536
11/02/2004,"[37, 3, 19, 34, 39, 7]",537
14/02/2004,"[45, 43, 56, 25, 52, 3]",538
18/02/2004,"[16, 50, 55, 6, 47, 19]",539
21/02/2004,"[22, 4, 30, 44, 28, 49]",540
28/02/2004,"[58, 57, 27, 13, 49, 52]",541
03/03/2004,"[49, 4, 19, 28, 35, 6]",542
06/03/2004,"[35, 54, 37, 42, 49, 46]",543
10/03/2004,"[11, 33, 56, 47, 17, 34]",544
13/03/2004,"[43, 35, 57, 29, 40, 17]",545
17/03/2004,"[46, 4, 54, 17, 13, 5]",546
20/03/2004,"[4, 59, 13, 53, 28, 30]",547
24/03/2004,"[51, 49, 14, 47, 59, 58]",548
27/03/2004,"[13, 51, 58, 22, 46, 8]",549
31/03/2004,"[17, 56, 16, 38, 39, 45]",550
03/04/2004,"[56, 48, 57, 21, 12, 46]",551
07/04/2004,"[22, 54, 52, 47, 49, 9]",552
10/04/2004,"[43, 46, 58, 53, 54, 4]",553
14/04/2004,"[47, 29, 31, 15, 60, 42]",554
17/04/2004,"[49, 5, 23, 33, 45, 31]",555
21/04/2004,"[8, 45, 30, 33, 17, 10]",556
24/04/2004,"[18, 49, 38, 23, 8, 12]",557
28/04/2004,"[59, 57, 7, 58, 31, 14]",558
01/05/2004,"[53, 25, 36, 13, 17, 6]",559
05/05/2004,"[32, 18, 11, 30, 2, 58]",560
08/05/2004,"[39, 49, 36, 20, 55, 1]",561
12/05/2004,"[37, 35, 23, 16, 57, 55]",562
15/05/2004,"[34, 8, 23, 44, 51, 5]",563
19/05/2004,"[38, 13, 32, 20, 10, 49]",564
22/05/2004,"[31, 37, 35, 7, 45, 34]",565
26/05/2004,"[17, 6, 20, 18, 13, 37]",566
29/05/2004,"[57, 58, 11, 38, 41, 31]",567
02/06/2004,"[25, 41, 17, 29, 13, 22]",568
05/06/2004,"[32, 15, 14, 9, 3, 57]",569
09/06/2004,"[35, 32, 36, 33, 51, 15]",570
12/06/2004,"[14, 31, 12, 13, 51, 50]",571
16/06/2004,"[33, 3, 20, 60, 9, 16]",572
19/06/2004,"[59, 29, 17, 6, 40, 22]",573
23/06/2004,"[32, 23, 2, 10, 44, 17]",574
26/06/2004,"[18, 29, 21, 48, 35, 5]",575
30/06/2004,"[18, 43, 52, 39, 7, 8]",576
03/07/2004,"[31, 47, 28, 23, 8, 24]",577
07/07/2004,"[48, 3, 58, 18, 56, 23]",578
10/07/2004,"[15, 34, 39, 17, 4, 9]",579
14/07/2004,"[38, 16, 18, 28, 15, 47]",580
17/07/2004,"[30, 25, 52, 14, 39, 17]",581
21/07/2004,"[13, 40, 29, 59, 45, 51]",582
24/07/2004,"[55, 6, 41, 20, 43, 7]",583
28/07/2004,"[30, 53, 23, 7, 32, 8]",584
31/07/2004,"[24, 39, 12, 33, 57, 36]",585
04/08/2004,"[45, 38, 13, 11, 54, 39]",586
07/08/2004,"[30, 2, 36, 18, 60, 29]",587
11/08/2004,"[45, 13, 46, 55, 53, 11]",588
14/08/2004,"[13, 7, 33, 59, 6, 8]",589
18/08/2004,"[25, 51, 5, 18, 4, 28]",590
21/08/2004,"[58, 3, 18, 50, 34, 1]",591
25/08/2004,"[55, 14, 59, 47, 13, 42]",592
28/08/2004,"[27, 29, 1, 59, 25, 49]",593
01/09/2004,"[10, 53, 55, 29, 13, 47]",594
04/09/2004,"[54, 2, 43, 1, 50, 25]",595
08/09/2004,"[43, 60, 28, 11, 54, 14]",596
11/09/2004,"[42, 40, 27, 22, 56, 29]",597
15/09/2004,"[5, 16, 53, 38, 50, 34]",598
18/09/2004,"[6, 45, 51, 9, 23, 4]",599
22/09/2004,"[18, 39, 54, 34, 31, 16]",600
25/09/2004,"[37, 19, 29, 30, 10, 22]",601
29/09/2004,"[38, 60, 13, 7, 55, 46]",602
02/10/2004,"[4, 8, 11, 29, 12, 44]",603
06/10/2004,"[41, 49, 51, 25, 15, 46]",604
09/10/2004,"[44, 52, 53, 4, 49, 24]",605
13/10/2004,"[41, 6, 23, 55, 32, 35]",606
16/10/2004,"[6, 59, 11, 27, 19, 41]",607
20/10/2004,"[30, 6, 37, 19, 24, 13]",608
23/10/2004,"[15, 2, 59, 60, 6, 58]",609
27/10/2004,"[25, 49, 30, 43, 47, 45]",610
30/10/2004,"[22, 21, 33, 16, 48, 49]",611
03/11/2004,"[55, 33, 15, 50, 53, 18]",612
06/11/2004,"[54, 55, 13, 44, 6, 19]",613
10/11/2004,"[60, 31, 12, 48, 57, 16]",614
13/11/2004,"[27, 31, 8, 10, 51, 5]",615
17/11/2004,"[24, 16, 26, 54, 12, 2]",616
20/11/2004,"[25, 5, 49, 36, 33, 3]",617
24/11/2004,"[60, 10, 3, 8, 24, 13]",618
27/11/2004,"[16, 12, 46, 14, 8, 19]",619
01/12/2004,"[22, 1, 29, 13, 32, 3]",620
04/12/2004,"[29, 31, 50, 26, 57, 49]",621
08/12/2004,"[59, 27, 19, 29, 50, 38]",622
11/12/2004,"[42, 23, 55, 30, 9, 49]",623
15/12/2004,"[39, 23, 34, 52, 8, 43]",624
18/12/2004,"[59, 12, 32, 42, 24, 40]",625
22/12/2004,"[49, 8, 22, 18, 7, 39]",626
29/12/2004,"[19, 13, 45, 58, 56, 1]",627
05/01/2005,"[8, 16, 22, 56, 58, 30]",628
08/01/2005,"[40, 47, 39, 16, 51, 15]",629
12/01/2005,"[16, 53, 20, 60, 12, 45]",630
15/01/2005,"[1, 28, 47, 20, 44, 32]",631
19/01/2005,"[2, 54, 48, 51, 19, 28]",632
22/01/2005,"[27, 46, 5, 50, 11, 22]",633
26/01/2005,"[13, 41, 24, 42, 10, 56]",634
29/01/2005,"[49, 42, 37, 8, 20, 26]",635
02/02/2005,"[30, 32, 34, 50, 28, 26]",636
05/02/2005,"[52, 58, 43, 48, 11, 18]",637
12/02/2005,"[42, 10, 50, 41, 11, 36]",638
16/02/2005,"[51, 39, 35, 60, 45, 13]",639
19/02/2005,"[12, 42, 59, 46, 19, 60]",640
23/02/2005,"[17, 13, 33, 9, 1, 34]",641
26/02/2005,"[51, 17, 56, 36, 44, 40]",642
02/03/2005,"[14, 45, 24, 37, 40, 42]",643
05/03/2005,"[57, 29, 31, 27, 34, 14]",644
09/03/2005,"[52, 48, 24, 53, 54, 3]",645
12/03/2005,"[13, 47, 60, 32, 49, 10]",646
16/03/2005,"[56, 19, 11, 14, 12, 54]",647
19/03/2005,"[5, 48, 23, 42, 45, 29]",648
23/03/2005,"[9, 54, 41, 48, 33, 24]",649
26/03/2005,"[53, 59, 25, 29, 10, 24]",650
30/03/2005,"[39, 45, 28, 26, 48, 60]",651
02/04/2005,"[24, 18, 57, 56, 10, 20]",652
06/04/2005,"[31, 24, 19, 34, 9, 5]",653
09/04/2005,"[10, 11, 56, 40, 41, 6]",654
13/04/2005,"[26, 39, 1, 37, 43, 48]",655
16/04/2005,"[59, 37, 46, 36, 35, 51]",656
20/04/2005,"[20, 59, 58, 33, 60, 16]",657
23/04/2005,"[41, 20, 36, 3, 11, 6]",658
27/04/2005,"[14, 29, 40, 34, 51, 52]",659
30/04/2005,"[53, 5, 38, 54, 46, 11]",660
04/05/2005,"[42, 40, 27, 4, 55, 36]",661
07/05/2005,"[4, 60, 56, 25, 18, 23]",662
11/05/2005,"[1, 49, 30, 55, 27, 51]",663
14/05/2005,"[12, 1, 55, 59, 38, 36]",664
18/05/2005,"[8, 47, 7, 48, 25, 18]",665
21/05/2005,"[7, 26, 16, 29, 45, 55]",666
25/05/2005,"[5, 23, 16, 4, 49, 1]",667
28/05/2005,"[49, 33, 56, 2, 14, 1]",668
01/06/2005,"[7, 41, 24, 40, 49, 27]",669
04/06/2005,"[42, 59, 58, 37, 48, 22]",670
08/06/2005,"[27, 16, 39, 51, 9, 38]",671
11/06/2005,"[43, 34, 53, 38, 28, 24]",672
15/06/2005,"[6, 40, 37, 11, 20, 34]",673
18/06/2005,"[22, 32, 18, 29, 42, 38]",674
22/06/2005,"[50, 42, 30, 25, 43, 24]",675
25/06/2005,"[49, 32, 15, 9, 41, 42]",676
29/06/2005,"[25, 10, 48, 8, 32, 55]",677
02/07/2005,"[44, 46, 31, 14, 40, 42]",678
06/07/2005,"[37, 21, 54, 3, 58, 25]",679
09/07/2005,"[44, 2, 26, 5, 3, 22]",680
13/07/2005,"[59, 21, 53, 25, 58, 38]",681
16/07/2005,"[60, 37, 47, 36, 4, 27]",682
20/07/2005,"[43, 40, 12, 11, 2, 35]",683
23/07/2005,"[50, 37, 33, 40, 19, 17]",684
27/07/2005,"[33, 27, 5, 56, 12, 43]",685
30/07/2005,"[33, 5, 4, 54, 15, 26]",686
03/08/2005,"[59, 48, 1, 7, 41, 14]",687
06/08/2005,"[47, 30, 52, 11, 21, 35]",688
10/08/2005,"[6, 60, 7, 31, 49, 51]",689
13/08/2005,"[15, 41, 8, 47, 12, 53]",690
17/08/2005,"[55, 16, 58, 8, 37, 50]",691
20/08/2005,"[33, 18, 60, 11, 58, 57]",692
24/08/2005,"[14, 50, 41, 17, 31, 13]",693
27/08/2005,"[15, 19, 29, 53, 37, 41]",694
31/08/2005,"[13, 40, 21, 52, 6, 11]",695
03/09/2005,"[37, 16, 34, 57, 53, 9]",696
10/09/2005,"[53, 35, 32, 31, 28, 51]",697
14/09/2005,"[22, 8, 27, 43, 55, 12]",698
19/09/2005,"[53, 17, 50, 23, 54, 48]",699
21/09/2005,"[2, 3, 24, 40, 31, 14]",700
24/09/2005,"[13, 1, 31, 23, 60, 48]",701
28/09/2005,"[1, 56, 18, 58, 45, 57]",702
01/10/2005,"[30, 24, 2, 45, 11, 27]",703
05/10/2005,"[2, 27, 50, 34, 18, 4]",704
08/10/2005,"[3, 15, 11, 13, 26, 43]",705
15/10/2005,"[22, 10, 17, 7, 2, 60]",706
19/10/2005,"[51, 8, 1, 43, 10, 36]",707
22/10/2005,"[45, 13, 39, 47, 9, 7]",708
26/10/2005,"[29, 22, 44, 9, 6, 4]",709
29/10/2005,"[46, 25, 5, 49, 39, 34]",710
05/11/2005,"[10, 5, 41, 59, 40, 33]",711
09/11/2005,"[35, 7, 53, 58, 8, 43]",712
12/11/2005,"[46, 1, 26, 16, 12, 54]",713
16/11/2005,"[17, 53, 39, 8, 7, 35]",714
19/11/2005,"[54, 36, 12, 4, 33, 24]",715
23/11/2005,"[29, 2, 7, 50, 16, 32]",716
26/11/2005,"[28, 35, 41, 17, 6, 23]",717
30/11/2005,"[7, 35, 21, 39, 58, 33]",718
03/12/2005,"[39, 47, 37, 53, 32, 3]",719
07/12/2005,"[12, 56, 44, 51, 31, 54]",720
10/12/2005,"[14, 3, 23, 55, 36, 25]",721
14/12/2005,"[60, 36, 57, 18, 44, 9]",722
17/12/2005,"[16, 6, 52, 1, 36, 50]",723
21/12/2005,"[34, 51, 55, 17, 48, 27]",724
31/12/2005,"[49, 9, 3, 35, 37, 41]",725
04/01/2006,"[40, 47, 1, 5, 7, 37]",726
07/01/2006,"[14, 42, 12, 4, 59, 30]",727
11/01/2006,"[44, 42, 13, 8, 24, 32]",728
14/01/2006,"[33, 56, 18, 57, 43, 5]",729
18/01/2006,"[45, 15, 2, 54, 16, 50]",730
21/01/2006,"[35, 6, 15, 23, 28, 16]",731
25/01/2006,"[49, 19, 53, 50, 17, 6]",732
28/01/2006,"[12, 26, 31, 43, 46, 2]",733
01/02/2006,"[44, 45, 27, 29, 43, 54]",734
04/02/2006,"[40, 42, 15, 52, 38, 9]",735
08/02/2006,"[1, 21, 38, 41, 56, 49]",736
11/02/2006,"[33, 12, 24, 38, 11, 32]",737
15/02/2006,"[15, 30, 14, 42, 26, 54]",738
18/02/2006,"[6, 45, 56, 49, 35, 10]",739
22/02/2006,"[29, 47, 12, 50, 16, 28]",740
25/02/2006,"[26, 39, 27, 24, 59, 36]",741
01/03/2006,"[34, 17, 7, 41, 2, 50]",742
04/03/2006,"[54, 20, 32, 60, 25, 23]",743
08/03/2006,"[26, 46, 12, 23, 39, 4]",744
11/03/2006,"[21, 57, 37, 16, 43, 2]",745
15/03/2006,"[49, 12, 10, 57, 25, 1]",746
18/03/2006,"[21, 23, 56, 12, 3, 2]",747
22/03/2006,"[1, 7, 19, 51, 35, 2]",748
25/03/2006,"[24, 47, 4, 57, 48, 50]",749
29/03/2006,"[58, 17, 54, 10, 42, 33]",750
01/04/2006,"[4, 25, 38, 50, 20, 7]",751
05/04/2006,"[25, 4, 29, 42, 24, 23]",752
08/04/2006,"[59, 35, 43, 22, 7, 2]",753
12/04/2006,"[4, 42, 34, 50, 3, 13]",754
15/04/2006,"[59, 30, 47, 12, 4, 49]",755
19/04/2006,"[37, 50, 41, 5, 38, 27]",756
22/04/2006,"[17, 32, 12, 18, 58, 30]",757
26/04/2006,"[47, 59, 1, 23, 36, 43]",758
29/04/2006,"[59, 39, 30, 31, 48, 45]",759
03/05/2006,"[12, 17, 60, 44, 46, 45]",760
06/05/2006,"[56, 29, 17, 13, 27, 40]",761
10/05/2006,"[39, 9, 21, 12, 37, 54]",762
13/05/2006,"[40, 47, 1, 48, 9, 26]",763
18/05/2006,"[7, 3, 55, 47, 53, 45]",764
21/05/2006,"[3, 37, 50, 16, 30, 10]",765
24/05/2006,"[1, 50, 19, 42, 24, 58]",766
27/05/2006,"[22, 50, 32, 38, 54, 15]",767
31/05/2006,"[33, 37, 59, 30, 4, 8]",768
03/06/2006,"[20, 21, 50, 29, 12, 16]",769
07/06/2006,"[4, 34, 25, 35, 48, 12]",770
10/06/2006,"[29, 46, 34, 47, 21, 14]",771
14/06/2006,"[38, 51, 52, 60, 10, 35]",772
17/06/2006,"[3, 5, 51, 29, 34, 14]",773
21/06/2006,"[37, 5, 54, 58, 46, 10]",774
24/06/2006,"[27, 12, 46, 47, 42, 50]",775
28/06/2006,"[57, 35, 60, 41, 3, 15]",776
01/07/2006,"[14, 50, 23, 2, 28, 56]",777
05/07/2006,"[45, 20, 36, 37, 31, 51]",778
08/07/2006,"[36, 54, 52, 25, 29, 26]",779
12/07/2006,"[10, 50, 28, 51, 59, 7]",780
15/07/2006,"[10, 54, 8, 39, 56, 13]",781
19/07/2006,"[11, 23, 59, 42, 35, 2]",782
22/07/2006,"[43, 21, 48, 8, 4, 32]",783
26/07/2006,"[42, 56, 8, 37, 27, 53]",784
29/07/2006,"[35, 5, 37, 8, 48, 17]",785
02/08/2006,"[27, 31, 26, 11, 10, 41]",786
05/08/2006,"[37, 31, 20, 60, 34, 54]",787
09/08/2006,"[31, 57, 17, 19, 29, 44]",788
12/08/2006,"[60, 39, 31, 38, 6, 50]",789
16/08/2006,"[22, 2, 19, 28, 43, 6]",790
19/08/2006,"[42, 35, 19, 9, 14, 58]",791
23/08/2006,"[43, 56, 9, 45, 29, 34]",792
26/08/2006,"[3, 51, 33, 15, 16, 57]",793
30/08/2006,"[56, 47, 55, 38, 42, 3]",794
02/09/2006,"[14, 36, 21, 29, 26, 48]",795
06/09/2006,"[19, 24, 43, 34, 39, 5]",796
09/09/2006,"[58, 48, 52, 47, 12, 6]",797
13/09/2006,"[32, 9, 4, 52, 29, 3]",798
16/09/2006,"[29, 35, 19, 57, 42, 55]",799
20/09/2006,"[1, 7, 56, 11, 37, 38]",800
23/09/2006,"[20, 22, 11, 19, 48, 42]",801
27/09/2006,"[14, 24, 60, 6, 18, 48]",802
30/09/2006,"[10, 57, 28, 3, 5, 21]",803
04/10/2006,"[13, 59, 37, 56, 3, 47]",804
07/10/2006,"[30, 2, 48, 60, 43, 36]",805
12/10/2006,"[60, 41, 47, 26, 35, 18]",806
14/10/2006,"[8, 27, 2, 32, 56, 49]",807
18/10/2006,"[15, 21, 31, 46, 2, 57]",808
21/10/2006,"[25, 23, 11, 5, 30, 15]",809
25/10/2006,"[4, 33, 1, 48, 5, 37]",810
28/10/2006,"[32, 57, 28, 41, 10, 47]",811
01/11/2006,"[57, 39, 54, 11, 38, 13]",812
04/11/2006,"[23, 15, 56, 46, 9, 45]",813
08/11/2006,"[11, 2, 46, 50, 8, 41]",814
11/11/2006,"[57, 50, 9, 39, 37, 19]",815
16/11/2006,"[21, 47, 40, 52, 30, 20]",816
18/11/2006,"[34, 43, 29, 30, 10, 52]",817
22/11/2006,"[44, 41, 22, 8, 9, 25]",818
25/11/2006,"[51, 5, 58, 46, 25, 19]",819
29/11/2006,"[17, 45, 32, 21, 10, 46]",820
02/12/2006,"[4, 29, 38, 36, 33, 42]",821
06/12/2006,"[4, 17, 41, 10, 27, 52]",822
09/12/2006,"[15, 26, 59, 1, 54, 51]",823
13/12/2006,"[33, 48, 6, 7, 20, 9]",824
16/12/2006,"[28, 21, 40, 10, 41, 47]",825
19/12/2006,"[45, 6, 8, 7, 53, 27]",826
21/12/2006,"[24, 56, 30, 51, 42, 18]",827
23/12/2006,"[23, 50, 53, 42, 28, 38]",828
31/12/2006,"[32, 50, 14, 47, 10, 56]",829
03/01/2007,"[53, 51, 2, 41, 13, 49]",830
06/01/2007,"[3, 50, 48, 42, 32, 33]",831
10/01/2007,"[17, 49, 15, 33, 39, 23]",832
13/01/2007,"[53, 58, 57, 16, 46, 13]",833
17/01/2007,"[44, 10, 17, 16, 51, 34]",834
20/01/2007,"[58, 31, 57, 49, 33, 18]",835
24/01/2007,"[28, 22, 38, 17, 52, 59]",836
27/01/2007,"[16, 5, 24, 34, 6, 60]",837
31/01/2007,"[9, 30, 47, 38, 23, 44]",838
03/02/2007,"[11, 18, 8, 7, 37, 43]",839
07/02/2007,"[43, 29, 35, 59, 31, 17]",840
10/02/2007,"[36, 51, 32, 22, 38, 7]",841
14/02/2007,"[51, 44, 60, 9, 7, 30]",842
17/02/2007,"[34, 48, 1, 16, 45, 36]",843
24/02/2007,"[54, 24, 44, 57, 34, 16]",844
28/02/2007,"[40, 48, 19, 20, 14, 52]",845
03/03/2007,"[47, 54, 2, 50, 3, 44]",846
07/03/2007,"[42, 14, 44, 27, 15, 48]",847
10/03/2007,"[56, 34, 17, 32, 47, 27]",848
14/03/2007,"[8, 39, 9, 58, 44, 49]",849
17/03/2007,"[60, 22, 59, 25, 44, 7]",850
21/03/2007,"[16, 32, 35, 58, 19, 3]",851
24/03/2007,"[14, 38, 6, 23, 44, 34]",852
28/03/2007,"[51, 30, 59, 46, 38, 56]",853
31/03/2007,"[17, 3, 24, 27, 44, 25]",854
04/04/2007,"[42, 3, 24, 53, 43, 31]",855
07/04/2007,"[11, 40, 41, 47, 15, 42]",856
11/04/2007,"[17, 59, 49, 2, 3, 50]",857
14/04/2007,"[31, 37, 54, 23, 4, 18]",858
18/04/2007,"[46, 47, 12, 57, 34, 9]",859
23/04/2007,"[22, 8, 17, 42, 44, 2]",860
25/04/2007,"[42, 40, 60, 59, 47, 39]",861
28/04/2007,"[19, 35, 12, 2, 11, 8]",862
02/05/2007,"[32, 53, 50, 57, 15, 24]",863
05/05/2007,"[31, 11, 33, 42, 57, 8]",864
09/05/2007,"[27, 23, 41, 51, 26, 53]",865
12/05/2007,"[36, 48, 27, 40, 5, 46]",866
16/05/2007,"[54, 26, 28, 19, 44, 10]",867
19/05/2007,"[57, 51, 21, 22, 25, 40]",868
23/05/2007,"[29, 42, 50, 51, 49, 27]",869
26/05/2007,"[52, 8, 43, 34, 40, 21]",870
30/05/2007,"[17, 5, 58, 1, 47, 10]",871
02/06/2007,"[18, 55, 58, 43, 31, 5]",872
06/06/2007,"[57, 59, 4, 34, 19, 30]",873
09/06/2007,"[59, 20, 52, 42, 44, 10]",874
13/06/2007,"[53, 18, 36, 58, 24, 20]",875
16/06/2007,"[4, 12, 41, 45, 60, 8]",876
20/06/2007,"[13, 15, 20, 31, 28, 36]",877
23/06/2007,"[37, 12, 43, 38, 11, 54]",878
27/06/2007,"[29, 10, 46, 35, 42, 28]",879
30/06/2007,"[51, 30, 49, 25, 37, 46]",880
04/07/2007,"[43, 24, 4, 51, 18, 56]",881
07/07/2007,"[42, 45, 44, 60, 41, 17]",882
11/07/2007,"[21, 37, 60, 32, 52, 53]",883
14/07/2007,"[22, 11, 2, 14, 39, 12]",884
18/07/2007,"[13, 4, 31, 33, 47, 51]",885
21/07/2007,"[50, 55, 37, 33, 59, 17]",886
25/07/2007,"[44, 12, 32, 21, 1, 34]",887
28/07/2007,"[50, 24, 40, 54, 52, 60]",888
01/08/2007,"[34, 54, 20, 39, 60, 24]",889
04/08/2007,"[9, 21, 22, 7, 17, 54]",890
08/08/2007,"[15, 22, 19, 35, 34, 16]",891
11/08/2007,"[1, 49, 52, 42, 19, 44]",892
15/08/2007,"[56, 53, 51, 26, 18, 3]",893
18/08/2007,"[37, 24, 44, 28, 20, 41]",894
22/08/2007,"[2, 55, 41, 43, 57, 58]",895
25/08/2007,"[31, 11, 41, 35, 22, 5]",896
29/08/2007,"[21, 57, 46, 22, 7, 43]",897
01/09/2007,"[4, 8, 3, 54, 45, 30]",898
05/09/2007,"[58, 18, 54, 36, 53, 20]",899
08/09/2007,"[4, 21, 59, 18, 38, 34]",900
12/09/2007,"[32, 34, 16, 13, 56, 33]",901
15/09/2007,"[52, 55, 23, 50, 58, 18]",902
19/09/2007,"[17, 5, 32, 55, 20, 41]",903
22/09/2007,"[32, 44, 59, 53, 48, 51]",904
26/09/2007,"[4, 15, 57, 55, 2, 16]",905
29/09/2007,"[35, 39, 29, 24, 7, 14]",906
03/10/2007,"[9, 41, 53, 37, 36, 51]",907
06/10/2007,"[19, 1, 9, 25, 50, 52]",908
10/10/2007,"[42, 17, 26, 38, 28, 22]",909
13/10/2007,"[53, 29, 36, 3, 15, 27]",910
17/10/2007,"[49, 46, 1, 29, 6, 28]",911
20/10/2007,"[26, 21, 54, 4, 19, 29]",912
24/10/2007,"[30, 14, 59, 36, 46, 38]",913
27/10/2007,"[33, 51, 9, 23, 45, 12]",914
31/10/2007,"[20, 28, 49, 26, 17, 48]",915
03/11/2007,"[33, 37, 5, 38, 28, 36]",916
07/11/2007,"[23, 59, 25, 47, 46, 30]",917
10/11/2007,"[38, 44, 8, 4, 12, 52]",918
14/11/2007,"[43, 25, 41, 60, 31, 3]",919
17/11/2007,"[17, 57, 55, 24, 52, 5]",920
21/11/2007,"[35, 41, 1, 57, 9, 48]",921
24/11/2007,"[41, 49, 45, 19, 13, 12]",922
28/11/2007,"[53, 39, 2, 50, 57, 15]",923
01/12/2007,"[51, 27, 60, 21, 20, 2]",924
05/12/2007,"[52, 37, 46, 8, 22, 36]",925
08/12/2007,"[40, 41, 34, 33, 21, 59]",926
12/12/2007,"[36, 26, 31, 23, 19, 33]",927
15/12/2007,"[32, 10, 49, 60, 4, 33]",928
19/12/2007,"[16, 49, 35, 39, 57, 27]",929
22/12/2007,"[46, 20, 55, 37, 28, 49]",930
31/12/2007,"[17, 34, 7, 36, 39, 19]",931
05/01/2008,"[2, 21, 42, 53, 36, 17]",932
09/01/2008,"[25, 39, 45, 51, 8, 14]",933
12/01/2008,"[25, 48, 44, 3, 21, 1]",934
16/01/2008,"[7, 45, 18, 13, 29, 31]",935
19/01/2008,"[5, 33, 14, 29, 44, 22]",936
23/01/2008,"[22, 41, 2, 30, 21, 52]",937
26/01/2008,"[35, 15, 27, 57, 50, 59]",938
30/01/2008,"[6, 23, 19, 50, 37, 49]",939
02/02/2008,"[25, 33, 51, 31, 5, 37]",940
06/02/2008,"[11, 15, 10, 27, 60, 53]",941
09/02/2008,"[5, 52, 18, 8, 59, 42]",942
13/02/2008,"[47, 41, 58, 3, 23, 12]",943
16/02/2008,"[16, 58, 43, 37, 52, 59]",944
20/02/2008,"[44, 8, 59, 54, 4, 27]",945
23/02/2008,"[59, 1, 47, 5, 52, 12]",946
27/02/2008,"[33, 11, 3, 58, 14, 5]",947
01/03/2008,"[22, 44, 41, 46, 52, 54]",948
05/03/2008,"[44, 1, 51, 52, 41, 23]",949
08/03/2008,"[48, 59, 49, 41, 42, 23]",950
12/03/2008,"[49, 24, 39, 34, 55, 14]",951
15/03/2008,"[54, 11, 27, 18, 2, 30]",952
19/03/2008,"[55, 48, 1, 39, 16, 42]",953
22/03/2008,"[8, 5, 24, 18, 57, 33]",954
26/03/2008,"[35, 5, 32, 21, 33, 12]",955
29/03/2008,"[46, 51, 47, 59, 54, 57]",956
02/04/2008,"[50, 32, 25, 34, 57, 24]",957
05/04/2008,"[13, 22, 7, 33, 51, 48]",958
09/04/2008,"[57, 3, 5, 11, 33, 39]",959
12/04/2008,"[34, 6, 33, 18, 53, 19]",960
16/04/2008,"[16, 53, 2, 4, 21, 36]",961
19/04/2008,"[2, 48, 49, 40, 55, 11]",962
